"case_id","case_name","case_status","case_state","court_name","case_type","case_ongoing","case_special_collections","case_causes_of_action","case_issues"
17049,"Alexander v. Senior","Coding Complete","Florida","Northern District of Florida","Public Benefits/Government Services","Yes","Multi-LexSum (in sample)","Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Medicaid, 42 U.S.C §1396 (Title XIX of the Social Security Act)","Integrated setting, Least restrictive environment, Payment for care, Medicaid, Public benefits (includes, e.g., in-state tuition, govt. jobs), Disability (inc. reasonable accommodations), Wait lists, Age discrimination, Reasonable Modifications"
15213,"Calvin v. Jefferson County Board of Commissioners","Approved","Florida","Northern District of Florida","Election/Voting Rights","No","Multi-LexSum (in sample)","42 U.S.C. § 1983","Redistricting/district composition, Vote dilution, Voting: General & Misc."
11512,"Rupert v. PPG Industries, Inc.","Coding Complete","Pennsylvania","Western District of Pennsylvania","Equal Employment","No","Multi-LexSum (in sample)","Age Discrimination in Employment Act (ADEA), 29 U.S.C. §§ 621 et seq.","Age discrimination, Retaliation, Discharge / Constructive Discharge / Layoff"
401,"Julie v. Black","Coding Complete","Wisconsin","Western District of Wisconsin","Juvenile Institution","No reason to think so",NULL,"42 U.S.C. § 1983","Classification / placement, Disciplinary procedures, Staff (number, training, qualifications, wages), Food service / nutrition / hydration, Sanitation / living conditions, Recreation / Exercise, Mail, Phone, Access to lawyers or judicial system, Medical care, general, Mental health care, general, Totality of conditions, Education, Youth / Adult separation"
1017,"L.A. County Sheriff's Department (Kolts Report and Implementation)","Approved","California","No Court","Policing","No",NULL,NULL,"Assault/abuse by staff, Search policies, Staff (number, training, qualifications, wages), Incident/accident reporting & investigations, Language access/needs, Record-keeping, Excessive force, Failure to discipline, Failure to supervise, Over/Unlawful Detention (facilities), Grievance procedures, Conditions of confinement, Records Disclosure, Race discrimination, Communication skills, Confidentiality, Confinement/isolation, Failure to train, Improper treatment of mentally ill suspects, Improper use of canines, Inadequate citizen complaint investigations and procedures, False arrest, Racial profiling, Disparate Impact, Disparate Treatment, Pattern or Practice, Pepper/OC spray, Pepper/OC Spray (policing)"
45263,"Picciano v. Clark County","Approved","Washington","Western District of Washington","Jail Conditions","Yes",NULL,"42 U.S.C. § 1983, Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Section 504 (Rehabilitation Act), 29 U.S.C. § 701, State law, State Anti-Discrimination Law","Food service / nutrition / hydration, Neglect by staff, Disability, unspecified, Disability (inc. reasonable accommodations), Accommodation / Leave, Reasonable Accommodations, Reasonable Modifications"
17051,"Edmo v. Idaho Department of Correction","Approved","Idaho","District of Idaho","Prison Conditions","Yes","Multi-LexSum (in sample), Transgender Healthcare Access Cases","42 U.S.C. § 1983, Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Section 504 (Rehabilitation Act), 29 U.S.C. § 701, State law","Suicide prevention (facilities), Disciplinary segregation, Disciplinary procedures, LGBTQ+, Medical care, general, Self-injurious behaviors, Suicide prevention, Gender identity, Disability (inc. reasonable accommodations), Female, Confinement/isolation"
9776,"DOJ Investigation of Nevada Youth Training Center, Elko, Nevada","Coding Complete","Nevada","No Court","Juvenile Institution","No",NULL,"Civil Rights of Institutionalized Persons Act (CRIPA), 42 U.S.C. § 1997 et seq., Violent Crime and Law Enforcement Act, 34 U.S.C. § 12601 (previously 42 U.S.C. § 14141)","Disciplinary segregation, Disciplinary procedures, Staff (number, training, qualifications, wages), Mail, Juveniles, Mental health care, general, Excessive force, Failure to supervise, Grievance procedures, Conditions of confinement, Male, Restraints (physical), Confinement/isolation, Failure to train, Assault/abuse by staff (facilities)"
12729,"Gray v. County of Riverside","Approved","California","Central District of California","Jail Conditions","Yes","Post-PLRA enforceable consent decrees, California's Prisoners' Rights Bar article, COVID-19 (novel coronavirus), Post-WalMart decisions on class certification, Multi-LexSum (in sample)","42 U.S.C. § 1983, Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Section 504 (Rehabilitation Act), 29 U.S.C. § 701, Declaratory Judgment Act, 28 U.S.C. § 2201, Ex parte Young (federal or state officials)","Crowding (General), Suicide prevention (facilities), Staff (number, training, qualifications, wages), Informed consent/involuntary medication, Dental care, Medical care, general, Medication, administration of, Mental health care, general, Self-injurious behaviors, Suicide prevention, Untreated pain, Mental Illness, Unspecified, Conditions of confinement, Mitigation Requested, Mitigation Granted, Disability (inc. reasonable accommodations), Mobility impairment, Hepatitis, Reasonable Accommodations, Reasonable Modifications, CDC Guidance ordered implemented, Population-Medically vulnerable, Social distancing ordered, Quarantine/isolation ordered, COVID testing ordered/modified, PPE-ordered provided to prisoners for free, Sanitizer/Handsoap ordered made available/used, Out-of-cell time regulated, Independent monitor/inspector imposed/assisted, Inspection ordered/regulated, COVID reporting ordered, Attorneys fees or sanctions ordered"
12734,"A.W. v. Davis School District","Approved","Utah","District of Utah","Speech and Religious Freedom","No","Multi-LexSum (in sample)","42 U.S.C. § 1983","LGBTQ+, Sexual orientation, Library (non-law) access, Education, School/University Facilities, School/University policies"
8000,"EEOC v. PALM HARBOR HOMES, INC.","Coding Complete","Alabama","Northern District of Alabama","Equal Employment","No","EEOC Study — in sample",NULL,"Disparate Treatment, Direct Suit on Merits"
10059,"Harris v. Johnson","Coding Complete","Texas","Southern District of Texas","Criminal Justice (Other)","No",NULL,"42 U.S.C. § 1983","Lethal Injection - General"
14391,"Meganathan v. Signal International, LLC","Approved","Texas","Eastern District of Texas","Immigration and/or the Border","Yes","Signal International Guest Worker Cases, Multi-LexSum (in sample)","42 U.S.C. § 1981, State law, 42 U.S.C. § 1985, Racketeer Influenced and Corrupt Organizations Act (RICO), 18 U.S.C. §§ 1961 et seq., Declaratory Judgment Act, 28 U.S.C. § 2201, Trafficking Victims Protection Act (TVPA), 18 U.S.C. § 1589","Loss or damage to property, Food service / nutrition / hydration, Sanitation / living conditions, Racial segregation, Indian, Immigration lawyers, U.S. citizenship - acquiring, Temporary foreign workers program, Immigration status, Totality of conditions, Race discrimination, Asian/Pacific Islander, Bathing and hygiene, Employer sanctions, Employment, National origin discrimination, Disparate Treatment, Pay / Benefits, Harassment / Hostile Work Environment, Discipline, Conditions of Employment (including assignment, transfer, hours, working conditions, etc.), Housing, Fines/Fees/Bail/Bond"
13621,"In re Application of the FBI for an Order Requiring the Production of Tangible Things From [Redacted], BR 14-01","Coding Complete","District of Columbia","Foreign Intelligence Surveillance Court","National Security","No","Foreign Intelligence Surveillance Act -- All Matters, Foreign Intelligence Surveillance Act -- Telephony Metadata, Foreign Intelligence Surveillance Court","FISA Title V order (PATRIOT Act § 215, business records or other tangible things), 50 U.S.C. §§ 1861-1862","Search policies, Record-keeping, Terrorism/Post 9-11 issues, Records Disclosure"
5918,"Richards v. Convergys","Approved","Utah","District of Utah","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Equal Pay Act, 29 U.S.C. §  206(d), Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Disparate Treatment, Pay / Benefits, Private Suit Related / Consolidated with EEOC Suit"
17636,"The New Georgia Project v. Raffensperger","Approved","Georgia","Northern District of Georgia","Election/Voting Rights","No","COVID-19 (novel coronavirus), Healthy Elections COVID litigation tracker, Multi-LexSum (in sample)","42 U.S.C. § 1983, Voting Rights Act, unspecified, 52 U.S.C. § 10301 et seq (previously 42 U.S.C § 1973 et seq.), Declaratory Judgment Act, 28 U.S.C. § 2201","Mitigation Requested, Disability (inc. reasonable accommodations), Election administration, Voter qualifications, Voter registration rules, Voting: General & Misc."
319,"Danny O. v. Bowman","Coding Complete","Idaho","District of Idaho","Juvenile Institution","No",NULL,"42 U.S.C. § 1983, Section 504 (Rehabilitation Act), 29 U.S.C. § 701","Classification / placement, Disciplinary procedures, Staff (number, training, qualifications, wages), Sanitation / living conditions, Phone, Access to lawyers or judicial system, Individualized planning, Rehabilitation, Dental care, Medical care, general, Mental health care, general, Education, Male, Restraints (chemical)"
17061,"Morales v. The City of Indio","Approved","California","California state trial court","Criminal Justice (Other)","Yes",NULL,"42 U.S.C. § 1983, State law","Conflict of interest, Fines/Fees/Bail/Bond"
12744,"Franco-Gonzalez v. Holder","Coding Complete","California","Central District of California","Immigration and/or the Border","Yes","Multi-LexSum (in sample)","Ex Parte Young (Federal) or Bivens, Section 504 (Rehabilitation Act), 29 U.S.C. § 701, Immigration and Nationality Act (INA), 8 U.S.C. §§ 1101 et seq.","Access to lawyers or judicial system, Placement in detention facilities, Immigration lawyers, Habeas Corpus, Over/Unlawful Detention (facilities), Conditions of confinement, Status/Classification, Quality of representation, Disability (inc. reasonable accommodations), Mental impairment, Confinement/isolation, Deinstitutionalization/decarceration, Timeliness of case assignment, Intellectual/developmental disability, unspecified, Constitutional rights, Deportation - procedure, Deportation - judicial review, Detention - conditions, Detention - criteria, Detention - procedures, Reasonable Accommodations"
5700,"EEOC v. ALLIANCE RESIDENTIAL LLC","Coding Complete","New Mexico","District of New Mexico","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Age Discrimination in Employment Act (ADEA), 29 U.S.C. §§ 621 et seq.","Age discrimination, Disparate Treatment, Hiring, Conditions of Employment (including assignment, transfer, hours, working conditions, etc.), Discharge / Constructive Discharge / Layoff, Direct Suit on Merits"
12200,"Smentek v. Sheriff of Cook County","Approved","Illinois","Northern District of Illinois","Jail Conditions","Yes","Post-WalMart decisions on class certification, Multi-LexSum (in sample)","42 U.S.C. § 1983","Dental care"
5462,"Mays v. Thurston","Coding Complete","Arkansas","Eastern District of Arkansas","Election/Voting Rights","No reason to think so","COVID-19 (novel coronavirus), Multi-LexSum (in sample)","42 U.S.C. § 1983, Voting Rights Act, section 2, 52 U.S.C. § 10301 (previously 42 U.S.C. § 1973), Declaratory Judgment Act, 28 U.S.C. § 2201","Mitigation Requested, Mitigation Denied, Race discrimination, Black, Election administration, Voter qualifications, Voter registration rules, Voting: General & Misc."
9741,"Spinner v. City of New York","Coding Complete","New York","Eastern District of New York","Jail Conditions","No","Strip Search Cases, Multi-LexSum (in sample)","42 U.S.C. § 1983","Search policies, Sanitation / living conditions, Strip search policy (facilities), Male, Female"
12745,"Illinois League of Advocates for the Developmentally Disabled v. Quinn","Coding Complete","Illinois","Northern District of Illinois","Intellectual Disability (Facility)","No","Olmstead Cases, Multi-LexSum (in sample)","42 U.S.C. § 1983, Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Section 504 (Rehabilitation Act), 29 U.S.C. § 701, State law","Staff (number, training, qualifications, wages), Integrated setting, Least restrictive environment, Medicaid, Intellectual/Developmental Disability, Disability (inc. reasonable accommodations), Mental impairment, Deinstitutionalization/decarceration, Intellectual/developmental disability, unspecified"
