unique_id,text
6981339-332427704-338727928,Extend Time
6981339-332384216-338684387,Chapter 11 Small Business Plan
6981339-332384135-338684306,Disclosure Statement for Small Business
6981339-329790805-336056365,BNC Certificate of Mailing - PDF Document
6981339-329473866-335739053,Relief from Stay
6981339-328597985-334862212,Extend Time
6981339-327500128-333762562,Hearing - Minute Entry Held or Continued Re:
6981339-326775773-333037298,Operating Report
6981339-326775759-333037284,Operating Report
6981339-326775746-333037271,Operating Report
6981339-326775740-333037265,Operating Report
6981339-326563778-332825249,BNC Certificate of Mailing - PDF Document
6981339-326484544-332745989,Set Hearing
6981339-326170150-332431553,Hearing - Minute Entry Held or Continued Re:
6981339-325798348-332059697,Report (Miscellaneous)
6981339-324498762-330759587,"Amended Hearing Notice, IF AND ONLY IF Objections Served"
6981339-324498758-330759583,Certificate of Service
6981339-323745155-330005800,Response
6981339-321903738-328162063,Relief from Stay (Fee)
6981339-321903728-328162054,"Hearing Notice, IF AND ONLY IF Objections Served"
6981339-321903722-328162048,Certificate of Service
6981339-321903715-328162041,Autodocket US Treasury Receipt
6981339-316865079-323118065,Operating Report
6981339-316118926-322371577,Operating Report
6981339-316118923-322371574,Operating Report
6981339-315829655-322082081,BNC Certificate of Mailing - PDF Document
6981339-315740791-321993054,Relief from Stay
6981339-315406959-321658479,Hearing - Minute Entry Held or Continued Re:
6981339-314606424-320857109,Response
6981339-312584644-318834713,Disclosure of Compensation of Attorney for Debtor 
6981339-312584588-318834657,First Meeting of Creditors Held - Chapter 11
6981339-312392196-318642211,Relief from Stay (Fee)
6981339-312392195-318642210,"Hearing Notice, IF AND ONLY IF Objections Served"
6981339-312392194-318642209,Certificate of Service
6981339-312392192-318642207,Autodocket US Treasury Receipt
6981339-311988398-318238329,BNC Certificate of Mailing - PDF Document
6981339-311740705-317990567,Employ
6981339-311308323-317558152,Employ
6981339-311237359-317487185,Periodic Report Concerning Related Entities
6981339-311237352-317487178,Corporate Resolution
6981339-311237351-317487177,Declaration Re Electronic Filing - Statement of SSN
6981339-311205948-317455769,Schedule A/B AND Schedule D AND Schedule E/F AND Schedule G AND Schedule H AND Summary of Assets and Liabilities AND Declaration Under Penalty of Perjury for Non-Individual Debtors AND Statement of Financial Affairs
6981339-309719411-315967447,Change of Address Notice
6981339-309550133-315798160,Autodocket US Treasury Receipt
6981339-309502284-315750306,Appearance and Request Notice
6981339-309502281-315750303,Certificate of Service
6981339-309152534-315399529,BNC Certificate of Mailing - Notice of Deficient Filing(s)
6981339-309128205-315375184,BNC Certificate of Mailing - Status Conference Order
6981339-309101336-315348313,BNC Certificate of Mailing - First Meeting of Creditors
6981339-309000730-315247654,Notice of Deficiency/Required Documents
6981339-308899573-315146474,Set Deadlines on New Bankruptcy Case Chapter 11/12 Filed ECF
6981339-308899506-315146407,Order to Debtor in Possession and Status Conference Option
6981339-308780072-315026840,First Meeting of Creditors Set - Chapter 11
6981339-308742794-314989546,Appearance and Request Notice
6981339-308720286-314967024,Voluntary Petition (Chapter 11) (Fee)
6981339-165361115-170562906,Final Decree
6981339-165361034-170562825,Close Bankruptcy Case
6981339-160101703-165227705,BNC Certificate of Mailing - PDF Document
6981339-159927104-165050303,Final Decree
6981339-159120148-164233126,Hearing - Minute Entry Held or Continued Re:
6981339-157194780-162290057,Hearing - Minute Entry Held or Continued Re:
6981339-157097370-162190926,Notice of Withdrawal - Generic
6981339-157097369-162190925,Certificate of Service
6981339-156607423-161694212,BNC Certificate of Mailing - PDF Document
6981339-156269020-161351509,Continue/Reschedule
6981339-154733324-159791222,Response
6981339-154733320-159791218,Certificate of Service
6981339-153258992-158298704,Final Decree
6981339-153258966-158298677,Hearing Notice Served. (Definite Hearing)
6981339-153258938-158298649,Certificate of Service
6981339-151428747-156369281,Hearing - Minute Entry Held or Continued Re:
6981339-151375931-156310693,Operating Report
6981339-151375930-156310692,Operating Report
6981339-151375929-156310691,Operating Report
6981339-151375928-156310690,Operating Report
6981339-151375927-156310689,Operating Report
6981339-151375926-156310688,Operating Report
6981339-151375924-156310686,Operating Report
6981339-151375923-156310685,Operating Report
6981339-151375922-156310684,Operating Report
6981339-151375921-156310683,Operating Report
6981339-151375919-156310681,Operating Report
6981339-147696144-152455496,BNC Certificate of Mailing - PDF Document
6981339-147327111-152082247,Status Conference Hearing
6981339-145024489-149737583,Operating Report
6981339-145024478-149737574,Operating Report
6981339-119941352-124348179,Operating Report
6981339-109115380-113433885,Operating Report
6981339-106768223-111066709,Operating Report
6981339-106768217-111066704,Operating Report
6981339-106768213-111066700,Operating Report
6981339-98902408-103137598,Operating Report
6981339-98902405-103137595,Operating Report
6981339-98902398-103137588,Operating Report
6981339-96555668-100773491,Adequate Protection
6981339-96508251-100725510,BNC Certificate of Mailing - PDF Document
6981339-96370810-100587225,Relief from Stay
6981339-95226305-99433525,Hearing - Minute Entry Held or Continued Re:
6981339-94643576-98845814,Stipulation
6981339-92486577-96673109,Hearing - Minute Entry Held or Continued Re:
6981339-86767797-90940527,Response
6981339-84054581-88205107,Relief from Stay (Fee)
6981339-84054579-88205105,"Hearing Notice, IF AND ONLY IF Objections Served"
6981339-84054578-88205104,Certificate of Service
6981339-84054577-88205103,Autodocket US Treasury Receipt
6981339-83565518-87712250,Operating Report
6981339-83565516-87712248,Operating Report
6981339-27481176-29561613,Operating Report
6981339-27481173-29561610,Operating Report
6981339-27481172-29561609,Operating Report
6981339-27481168-29561605,Operating Report
6981339-27481167-29561604,Operating Report
6981339-27481164-29561601,Operating Report
6981339-27472407-29552803,Operating Report
4255236-6209550-4635421,order on motion for order
4255236-6209549-4635420,terminate hearings
4255236-6209548-4635419,notice of motion
4255236-6209547-4635418,motion for order
4255236-6209546-4635417,summons returned executed
4255236-6209545-4635416,terminated case
4255236-6209544-4635415,summons issued
4255236-6209543-4635414,attorney appearance
4255236-6209542-4635413,civil cover sheet
4255236-6209541-4635412,complaint
4239842-295869918-302098685,Certificate of Mailing by BNC of Order Discharging Debtor and Closing Estate (182)
4239842-295595022-301823057,01-Order Discharging Ch. 7 Debtor and Closing Estate
4239842-295595020-301823055,06-Close Bankruptcy Case - Discharged
4239842-295583561-301811595,Certification of Financial Management Course for Debtor
4239842-294102630-300327109,Certificate of Mailing by BNC of Notice to Debtor Re: Financial Mgmt. Cert.
4239842-293970958-300195264,Notice to Debtor Regarding Financial Management Certificate Due
4239842-292700647-298923527,Certificate of Mailing by BNC of Notice of Deficiency
4239842-292540508-298763341,Order re: request for 521 dismissal
4239842-292527997-298750828,P-Schedule A/B AND P-Summary of Assets and Liabilities
4239842-292527986-298750817,Notice of Deficiency
4239842-292527978-298750809,Payment Advices
4239842-292047561-298269581,Chapter 7 Trustee's Report of No Distribution - No Funds
4239842-290016945-296236016,Meeting of Creditors Held and Concluded
4239842-286302751-292519141,Autodocket of Installment Receipt - Intake
4239842-285069386-291284028,03-Meeting of Creditors (Chapter 7 - Individual - No Asset)
4239842-285062972-291277598,Statement of SSN/ITIN (B121) (**Do NOT select this event with other events**)
4239842-285052712-291267292,Autodocket of Installment Receipt - Intake
4239842-284971178-291185655,Voluntary Petition
7337379-175572386-180918293,Order on Motion for Attorney Fees
7337379-103810515-108083719,Memorandum & Order
7337379-172683167-177988498,Substitute Attorney
7337379-172668443-177973560,Response to Motion
7337379-172497311-177799739,Attorney Fees
7337379-172497306-177799734,Statement
7337379-172497156-177799585,Case Assigned/Reassigned
7337379-114922526-119284656,Order on Motion for Attorney Fees
7337379-113653379-118006009,Attorney Fees
7337379-103821625-108095037,Judgment
7337379-45702008-47988407,Social Security - Plaintiffs Reply Brief
7337379-43120542-45379486,Social Security - Commissioners Response Brief
7337379-41070399-43310712,Social Security - Plaintiffs Initial Brief
7337379-36982891-39185333,Social Security Administrative Record
7337379-36982895-39185337,Answer to Complaint
7337379-35070003-37254612,Return of Service of Summons EXECUTED as to USA
7337379-32903535-35067446,Return of Service of Summons EXECUTED as to USA
7337379-32357996-34517590,Return of Service of Summons EXECUTED as to USA
7337379-30585959-32688734,Order on Motion for Leave to Proceed In Forma Pauperis
7337379-30556557-32659133,Proceed In Forma Pauperis
7337379-30556572-32659147,Designation of Place of Trial
7337379-30556581-32659155,Civil Cover Sheet
7337379-30556592-32659167,Complaint (attorney)
69685057-418515619-432321603,Arraignment
69685057-418515612-432321596,Notice of acceptance of general discovery
69685057-418515598-432321582,Scheduling Order
69685057-417729217-431501243,Indictment
69685057-417729374-431501400,Order on Motion for Detention
69685057-417820610-431598522,Notice of Hearing - Cancel
69685057-417764587-431537457,Notice of Hearing
69685057-417729372-431501398,Notice of Hearing
60008885-181140073-186579573,Certificate of Mailing by BNC of Order Closing Estate
60008885-180851799-186287386,06-Close Bankruptcy Case - Dismissed
60008885-180847339-186282864,Order Closing 13 Dismissed
60008885-180443071-185871859,Trustee's (12/13) Final Report (batch)
60008885-179023569-184425297,Certificate of Mailing by BNC of Order Dismissing Case.
60008885-178889091-184288578,06-Order Dismissing Ch. 13 Case - Failure to Comply
60008885-178789602-184187992,04-Trustee's Supplemental Report Requesting Dismissal
60008885-176770509-182134991,Interim Statement for Transferred Case
60008885-176494857-181854512,Transfer of Trustee on Case
60008885-174755245-180088835,Certificate of Mailing by BNC of Notice to Debtor Re: Financial Mgmt. Cert.
60008885-174418228-179747708,Notice to Debtor Regarding Financial Management Certificate Due
60008885-174417755-179747235,Notice to Debtor Regarding Financial Management Certificate Due
60008885-172926411-178234456,Certificate of Mailing by BNC of Order on Motion to Reconsider
60008885-172601648-177905928,0-Withdrawal of Document
60008885-172333480-177633612,Certificate of Mailing by BNC of Order on Motion to Reconsider
60008885-172272227-177571693,Trustee's (12/13) Final Report (batch)
60008885-172060495-177357091,"Reconsider Order of Dismissal, Motion to"
60008885-171646853-176937605,Hearing Held
60008885-170897839-176177301,00-TEST-Trustee 341 filing - Meeting of Creditors Not Held - Case Converted/Dismissed (C/D)
60008885-170618435-175890032,Certificate of Mailing by BNC of Order Dismissing Case.
60008885-170591381-175862733,"Reconsider Order of Dismissal, Motion to"
60008885-170556907-175828047,P-Statement of Financial Affairs AND P-Schedule A/B AND P-Schedule C AND P-Schedule D AND P-Schedule E/F AND P-Schedule G AND P-Schedule H AND P-Schedule I AND P-Schedule J AND P-Summary of Assets and Liabilities AND P-Declaration of Debtor AND P-Attorney Disclosure Statement AND P-Chapter 13 Monthly Income Statement/Calculation of Disposable Income Document(s) - (122C-1/122C-2)
60008885-170556882-175828022,01 - Chapter 13 Plan - Initial Plan
60008885-170295039-175562567,Order Dismissing Case - Failure to Correct Deficiencies
60008885-168310874-173550741,Certificate of Mailing by BNC of Meeting of Creditors
60008885-168310869-173550736,Certificate of Mailing by BNC of Order on Deadlines to Correct New Case Deficiency - Individual
60008885-168054584-173291798,02-Meeting of Creditors (Chapter 13) and Confirmation Hearing
60008885-168054583-173291797,Order Setting Deadlines for Debtor to Correct Filing Deficiencies (Individual)
60008885-168017931-173254651,Initial Docs01: Voluntary Petition (Chapter 13)
60008885-168017930-173254650,Statement of SSN/ITIN (B121) (**Do NOT select this event with other events**)
60008885-168017929-173254649,Credit Counseling Service Certificate
