unique_id,text,model,input_tokens,output_tokens,gpt_pred_sup,flp_sup
6773237-35169503-37355168,BNC Certificate of Mailing - Meeting of Creditors. (re: related document(s)6 Meeting of Creditors Notice (WG)(Ch 7 No Asset) filed by U.S. Trustee Kathleen Dunivin Schmitt). Notice Date 08/04/2017. (Admin.) (Entered: 08/05/2017),gpt-4o-mini-2024-07-18,376,2,Notice,Other
6773237-35169502-37355167,"Meeting of Creditors Notice(Chapter 7)- Kenneth W. Gordon appointed as Interim Trustee by United States Trustee and added to the case. 341(a) meeting to be held on 8/25/2017 at 10:00 AM at Watkins Glen. Financial Management Course due: 10/24/2017. Last day to object to discharge is 10/24/2017. Filed by U.S. Trustee Kathleen Dunivin Schmitt 11 (Schmitt1, Kathleen) (Entered: 08/01/2017)",gpt-4o-mini-2024-07-18,420,2,Notice,Notice
6773237-35169501-37355166,"Judge Paul R. Warren added to case (TEXT ONLY EVENT) (Capogreco, C.) (Entered: 08/01/2017)",gpt-4o-mini-2024-07-18,339,2,Other,Notice
6773237-35169500-37355165,"Chapter 7 Statement of Your Current Monthly Income (Form 122A-1) and Statement of Exemption from Presumption of Abuse (Form 122A-1Supp) The Presumption of Abuse is Temporarily Inapplicable. Re: 707(b)(2)(D)(ii) National Guard and Reservists Debt Relief Act of 2008. on behalf of Debtor Richard A. Seeley. (Attachments: # 1 Supplement) (Flag set: MEANSTMPEX) Filed by Attorney (Andersen, Charles) (Entered: 07/31/2017)",gpt-4o-mini-2024-07-18,428,2,Other,Other
6773237-35169499-37355164,"Receipt of Statutory Fee for Voluntary Petition (Chapter 7) - Case Upload(2-17-20825) [caseupld,1027u] ( 335.00). Receipt #12828653, Amount Received $ 335.00. (U.S. Treasury) (Entered: 07/31/2017)",gpt-4o-mini-2024-07-18,379,2,Other,Other
6773237-35169498-37355163,"Certificate of Credit Counseling Filed by Charles E. Andersen on behalf of Richard A. Seeley. (Flag set: CounDue, DebtEd) (Flag removed: CounDue) (Andersen, Charles) (Entered: 07/31/2017)",gpt-4o-mini-2024-07-18,360,2,Other,Other
6773237-35169497-37355162,"Chapter 7 Voluntary Petition(Individual)(case upload). Filing Fee Due: $335.00. Filed by Charles E. Andersen on behalf of Richard A. Seeley. (Flag set: CounDue, DebtEd) (Andersen, Charles) (Entered: 07/31/2017)",gpt-4o-mini-2024-07-18,370,3,Petition,Petition
13523110-159593425-164712261,"Notice of Service of Waivers of Service filed by Laurel County Fiscal Court. (Attachments: # 1 Exhibit Waivers of Service)(Mougey, Peter) (Entered: 12/23/2020)",gpt-4o-mini-2024-07-18,351,3,Waiver,Waiver
13523110-89548834-93727026,"Notice of Service of Waivers of Service filed by Laurel County Fiscal Court. (Attachments: # 1 Exhibit Waivers of Service)(Mougey, Peter) (Entered: 05/03/2019)",gpt-4o-mini-2024-07-18,351,2,Notice,Notice
13523110-89548824-93727014,"Attorney Appearance by Mark H. Lynch filed by on behalf of McKesson Corporation. (Lynch, Mark) (Entered: 03/28/2019)",gpt-4o-mini-2024-07-18,341,2,Other,Other
13523110-58150364-62235544,"Amended complaint Short Form against All Defendants and adding new party defendant(s) SPECGX, LLC, PAR PHARMACEUTICAL, INC., PAR PHARMACEUTICAL COMPANIES, INC.,. Filed by Laurel County Fiscal Court. (Peterson, James) (Entered: 03/14/2019)",gpt-4o-mini-2024-07-18,375,2,Complaint,Complaint
13523110-89548796-93726989,"CASE TRANSFERRED IN from District of Kentucky Eastern. Case number 6:17-cv-00269. Electronic file, copy of transfer order and docket sheet received. (Entered: 12/19/2017)",gpt-4o-mini-2024-07-18,353,2,Other,Notice
13523110-89548781-93726973,CERTIFIED ORDER received from MDL Panel re Case Transfer to the MDL Panel. Case transferred to the Northern District of Ohio pursuant to CTO-1 filed in MDL Case Number 2804.(RBB)cc: COR [Transferred from kyed on 12/19/2017.] (Entered: 12/15/2017),gpt-4o-mini-2024-07-18,378,2,Order,Order
13523110-89548768-93726958,INFORMATION COPY OF MDL CONDITIONAL TRANSFER ORDER: MDL No. 2804 (MRS) [Transferred from kyed on 12/19/2017.] (Entered: 12/14/2017),gpt-4o-mini-2024-07-18,355,2,Other,Notice
13523110-89548757-93726943,"Clerk's Note re 2 Complaint: Clerk has forwarded to MDL Panel (cc: SKV), via email the Complaint and Docket Sheet on possible tag-along action to National Prescription Opiate Litigation MDL 2804 (MRS) [Transferred from kyed on 12/19/2017.]",gpt-4o-mini-2024-07-18,373,2,Complaint,Complaint
13523110-89548740-93726933,ORDER: 1. The parties' Agreed Motion to Stay [R. 11 ] is GRANTED; 2. This action shall be STAYED pending a determination of the Judicial Panel on Multidistrict Litigation; 3. Plaintiff's counsel will continue to effectuate service of the Complaint and/or any Amended Complaint in this action; 4. Defendants will make a formal notice of appearance and necessary court administrative filings in a timely manner after service; and 5. The parties SHALL FILE a status report no later than one-hundred and eighty (180) days from the date of entry of this order explaining any relevant developments. Signed by Judge Gregory F. VanTatenhove on 11/21/2017.(KJA)cc: COR [Transferred from kyed on 12/19/2017.] (Entered: 11/22/2017),gpt-4o-mini-2024-07-18,489,2,Order,Order
13523110-89548725-93726913,***FILE SUBMITTED TO CHAMBERS of Gregory F. Van Tatenhove for review: 22 Response to Order to Show Cause. (RBB) [Transferred from kyed on 12/19/2017.],gpt-4o-mini-2024-07-18,354,4,Reply / Response,Reply / Response
13523110-89548710-93726901,"RESPONSE TO ORDER TO SHOW CAUSE by Amerisourcebergen Drug Corporation, Cardinal Health, Inc., McKesson Corporation 20 filed by Amerisourcebergen Drug Corporation, Cardinal Health, Inc., McKesson Corporation. (Attachments: # 1 Exhibit 1 - Notice and Schedule of Actions)(Loy, Steven) [Transferred from kyed on 12/19/2017.] (Entered: 11/17/2017)",gpt-4o-mini-2024-07-18,399,4,Reply / Response,Reply / Response
13523110-89548689-93726881,"NOTICE of Appearance by Steven Brian Loy on behalf of Cardinal Health, Inc. (Loy, Steven) [Transferred from kyed on 12/19/2017.] (Entered: 11/17/2017)",gpt-4o-mini-2024-07-18,353,2,Notice,Notice
13523110-89548667-93726857,"ORDER: Court, upon its own motion and being otherwise sufficiently advised, hereby ORDERS the parties to SHOW CAUSE within seven (7) days of the entry of this Order as to why the action should be stayed. Show Cause Response due by 11/21/2017. Signed by Judge Gregory F. Van Tatenhove on 11/14/2017.(RBB)cc: COR [Transferred from kyed on 12/19/2017.] (Entered: 11/14/2017)",gpt-4o-mini-2024-07-18,415,2,Order,Order
13523110-89548647-93726842,"WAIVER OF SERVICE Returned Executed by Laurel County Fiscal Court. Cardinal Health, Inc. waiver sent on 10/18/2017, answer due 12/18/2017. (Farrell, Paul) [Transferred from kyed on 12/19/2017.] (Entered: 11/08/2017)",gpt-4o-mini-2024-07-18,377,3,Waiver,Waiver
13523110-89548627-93726814,"WAIVER OF SERVICE Returned Executed by Laurel County Fiscal Court. McKesson Corporation waiver sent on 10/18/2017, answer due 12/18/2017. (Farrell, Paul) [Transferred from kyed on 12/19/2017.] (Entered: 11/06/2017)",gpt-4o-mini-2024-07-18,376,3,Waiver,Waiver
13523110-89548607-93726799,"WAIVER OF SERVICE Returned Executed by Laurel County Fiscal Court. Amerisourcebergen Drug Corporation waiver sent on 10/18/2017, answer due 12/18/2017. (Farrell, Paul) [Transferred from kyed on 12/19/2017.] (Entered: 11/06/2017)",gpt-4o-mini-2024-07-18,378,3,Waiver,Waiver
13523110-89548585-93726779,"ORDER: ORDERED as follows: 1. The Plaintiffs' Motions for Admission Pro Hac Vice [R. 5 ; R. 6 ; R. 7 ] are GRANTED; 2. J. Burton LeBlanc, IV is admitted pro hac vice as counsel for Plaintiffs in the above-styled action; 3. R. Edison Hill is admitted pro hac vice as counsel for Plaintiffs in the above styled action; and 4. Peter J. Mougey is admitted pro hac vice as counsel for Plaintiffs in the above, styled action. Signed by Judge Gregory F. Van Tatenhove on 10/30/2017.(RBB)cc: COR [Transferred from kyed on 12/19/2017.] (Entered: 10/30/2017)",gpt-4o-mini-2024-07-18,477,2,Order,Order
13523110-89548574-93726761,"Attorney Update. Attorney Perry M. Bentley, Monica Hobson Braun for Cardinal Health, Inc. added. (RBB) [Transferred from kyed on 12/19/2017.]",gpt-4o-mini-2024-07-18,346,2,Other,Notice
13523110-89548556-93726747,"FRCP 7.1 DISCLOSURE STATEMENT by Cardinal Health, Inc.. (Loy, Steven) [Transferred from kyed on 12/19/2017.] (Entered: 10/27/2017)",gpt-4o-mini-2024-07-18,355,2,Other,Other
13523110-89548540-93726732,"FRCP 7.1 DISCLOSURE STATEMENT by Amerisourcebergen Drug Corporation identifying Corporate Parent AmerisourceBergen Corporation, Corporate Parent AmerisourceBergen Services Corporation for Amerisourcebergen Drug Corporation.. (Brannon, Margaret) [Transferred from kyed on 12/19/2017.] (Entered: 10/24/2017)",gpt-4o-mini-2024-07-18,383,2,Other,Other
13523110-89548522-93726713,"NOTICE OF DEFICIENCY RE: FAILURE TO FILE FRCP 7.1 DISCLOSURES to counsel of record, Steven Brian Loy. 11 Proposed Agreed Order/Stipulation to stay responsive pleading deadlines by Amerisourcebergen Drug Corporation, Laurel County Fiscal Court, Cardinal Health, Inc. and McKesson Corporation has been filed by Cardinal Health, Inc. without the required Rule 7.1 Disclosure statement. Rule 7.1 Disclosures must be filed within fourteen (14) calendar days. Failure to file the Disclosure Statement will cause the case to be submitted to the presiding judge for further action. cc: COR (RBB) [Transferred from kyed on 12/19/2017.] (Entered: 10/23/2017)",gpt-4o-mini-2024-07-18,464,2,Notice,Notice
13523110-89548497-93726692,"NOTICE OF DEFICIENCY RE: FAILURE TO FILE FRCP 7.1 DISCLOSURES to counsel of record, Margaret Jane Brannon. 11 Proposed Agreed Order/Stipulation to stay responsive pleading deadlines by Amerisourcebergen Drug Corporation, Laurel County Fiscal Court, Cardinal Health, Inc. and McKesson Corporation. has been filed by Amerisourcebergen Drug Corporation without the required Rule 7.1 Disclosure statement. Rule 7.1 Disclosures must be filed within fourteen (14) calendar days. Failure to file the Disclosure Statement will cause the case to be submitted to the presiding judge for further action. cc: COR (RBB) [Transferred from kyed on 12/19/2017.] (Entered: 10/23/2017)",gpt-4o-mini-2024-07-18,467,2,Multiple,Multiple
13523110-89548485-93726671,"***FILE SUBMITTED TO CHAMBERS of Gregory F. Van Tatenhove for review: re 11 Proposed Agreed Order/Stipulation to stay responsive pleading deadlines by Amerisourcebergen Drug Corporation, Laurel County Fiscal Court, Cardinal Health, Inc. and McKesson Corporation. (RBB) [Transferred from kyed on 12/19/2017.]",gpt-4o-mini-2024-07-18,384,6,Proposed Court Filings,Order
13523110-89548472-93726660,"Attorney Update. Attorney Steven Brian Loy for Cardinal Health, Inc. added. (RBB) [Transferred from kyed on 12/19/2017.]",gpt-4o-mini-2024-07-18,340,2,Other,Notice
13523110-89548456-93726645,Attorney Update. Attorney Robert Franklin Duncan for Amerisourcebergen Drug Corporation added. (RBB) [Transferred from kyed on 12/19/2017.],gpt-4o-mini-2024-07-18,341,2,Other,Notice
13523110-89548439-93726629,"Proposed Agreed Order/Stipulation to stay responsive pleading deadlines by Amerisourcebergen Drug Corporation, Laurel County Fiscal Court, Cardinal Health, Inc. and McKesson Corporation. (Brannon, Margaret) Modified mt text and filers on 10/23/2017 (RBB). [Transferred from kyed on 12/19/2017.] (Entered: 10/23/2017)",gpt-4o-mini-2024-07-18,393,6,Proposed Court Filings,Order
13523110-89548425-93726615,"NOTICE OF APPEARANCE by Amerisourcebergen Drug Corporation. (Brannon, Margaret) [Transferred from kyed on 12/19/2017.] (Entered: 10/23/2017)",gpt-4o-mini-2024-07-18,352,2,Notice,Notice
13523110-89548411-93726600,"FRCP 7.1 DISCLOSURE STATEMENT by McKesson Corporation. (Phillips, Jeffrey) [Transferred from kyed on 12/19/2017.] (Entered: 10/13/2017)",gpt-4o-mini-2024-07-18,355,2,Other,Other
13523110-89548392-93726583,***MOTION SUBMITTED TO CHAMBERS of Karen K. Caldwell for review: re 7 MOTION for PETER J. MOUGEY to Appear Pro Hac Vice by Laurel County Fiscal Court ( Filing fee $125; receipt number 0643-3909426) (RBB) [Transferred from kyed on 12/19/2017.],gpt-4o-mini-2024-07-18,383,4,Request / Motion,Request / Motion
13523110-89548379-93726569,***MOTION SUBMITTED TO CHAMBERS of Karen K. Caldwell for review: re 6 MOTION for R. EDISON HILL to Appear Pro Hac Vice by Laurel County Fiscal Court ( Filing fee $125; receipt number 0643-3909409) (RBB) [Transferred from kyed on 12/19/2017.],gpt-4o-mini-2024-07-18,383,4,Request / Motion,Request / Motion
13523110-89548364-93726554,"***MOTION SUBMITTED TO CHAMBERS of Karen K. Caldwell for review: re 5 MOTION for J. BURTON LEBLANC, IV to Appear Pro Hac Vice by Laurel County Fiscal Court ( Filing fee $125; receipt number 0643-3909222) (RBB) [Transferred from kyed on 12/19/2017.]",gpt-4o-mini-2024-07-18,386,4,Request / Motion,Request / Motion
13523110-89548351-93726540,"Attorney Update. Attorney Gregory E. Mayes, Jr for McKesson Corporation added. (RBB) [Transferred from kyed on 12/19/2017.]",gpt-4o-mini-2024-07-18,343,2,Other,Notice
13523110-89548337-93726528,BAR STATUS Check completed as to Peter J. Mougey re 7 MOTION for PETER J. MOUGEY to Appear Pro Hac Vice by Laurel County Fiscal Court ( Filing fee $125; receipt number 0643-3909426). (RBB) [Transferred from kyed on 12/19/2017.],gpt-4o-mini-2024-07-18,377,2,Other,Other
13523110-89548323-93726513,BAR STATUS Check completed as to R. Edison Hill re 6 MOTION for R. EDISON HILL to Appear Pro Hac Vice by Laurel County Fiscal Court ( Filing fee $125; receipt number 0643-3909409). (RBB) [Transferred from kyed on 12/19/2017.],gpt-4o-mini-2024-07-18,376,4,Request / Motion,Request / Motion
13523110-89548314-93726500,"BAR STATUS Check completed as to J. Burton LeBlanc, IV re 5 MOTION for J. BURTON LEBLANC, IV to Appear Pro Hac Vice by Laurel County Fiscal Court ( Filing fee $125; receipt number 0643-3909222). (RBB) [Transferred from kyed on 12/19/2017.]",gpt-4o-mini-2024-07-18,383,2,Other,Other
13523110-89548298-93726491,"NOTICE of Appearance by Jeffrey K. Phillips on behalf of McKesson Corporation (Phillips, Jeffrey) [Transferred from kyed on 12/19/2017.] (Entered: 10/06/2017)",gpt-4o-mini-2024-07-18,353,2,Notice,Notice
13523110-89548285-93726476,"MOTION for PETER J. MOUGEY to Appear Pro Hac Vice by Laurel County Fiscal Court ( Filing fee $125; receipt number 0643-3909426) (Attachments: # 1 Proposed Order PETER J. MOUGEY, # 2 Affidavit AFFIDAVIT OF PETER J. MOUGEY, # 3 Exhibit CERTIFICATE OF GOOD STANDING - SUPREME COURT OF AL, # 4 Exhibit CERTIFICATE OF GOOD STANDING - SUPREME COURT OF FL)(Farrell, Paul) [Transferred from kyed on 12/19/2017.] (Entered: 10/06/2017)",gpt-4o-mini-2024-07-18,448,4,Request / Motion,Request / Motion
13523110-89548273-93726464,"MOTION for R. EDISON HILL to Appear Pro Hac Vice by Laurel County Fiscal Court ( Filing fee $125; receipt number 0643-3909409) (Attachments: # 1 Proposed Order R. EDISON HILL, # 2 Affidavit AFFIDAVIT OF R. EDISON HILL, # 3 Exhibit CERTIFICATE OF GOOD STANDING - STATE OF WEST VIRGINIA)(Farrell, Paul) [Transferred from kyed on 12/19/2017.] (Entered: 10/06/2017)",gpt-4o-mini-2024-07-18,428,4,Request / Motion,Request / Motion
13523110-89548262-93726452,"MOTION for J. BURTON LEBLANC, IV to Appear Pro Hac Vice by Laurel County Fiscal Court ( Filing fee $125; receipt number 0643-3909222) (Attachments: # 1 Proposed Order J. BURTON LEBLANC, IV, # 2 Affidavit AFFIDAVIT OF J. BURTON LEBLANC, IV, # 3 Exhibit CERTIFICATE OF GOOD STANDING - LOUISIANA STATE BAR, # 4 Exhibit CERTIFICATE OF GOOD STANDING - SUPREME COURT OF TEXAS)(Farrell, Paul) [Transferred from kyed on 12/19/2017.] (Entered: 10/06/2017)",gpt-4o-mini-2024-07-18,457,4,Request / Motion,Request / Motion
13523110-89548250-93726441,"Clerk's Note: re 4 Amended Complaint. The Clerk notes an Amended Complaint was filed; however, no summons were provided to the Clerk for issuance. If you desire summons to be issued, the forms are available on the Court's website, www.kyed.uscourts.gov. A summons may be issued by presenting the prepared summons to the Clerk for issuance on paper or by electronically filing a Notice of Filing with the prepared summons as an attachment within 7 calendar days. (RBB) [Transferred from kyed on 12/19/2017.]",gpt-4o-mini-2024-07-18,425,4,Amended Complaint,Complaint
13523110-89548239-93726430,"AMENDED COMPLAINT against All Defendants, filed by Laurel County Fiscal Court.(Farrell, Paul) [Transferred from kyed on 12/19/2017.] (Entered: 10/04/2017)",gpt-4o-mini-2024-07-18,354,2,Complaint,Complaint
13523110-89548225-93726417,"Summons Issued as to Amerisourcebergen Drug Corporation, Cardinal Health, Inc., McKesson Corporation; Summons issued and returned to attorney Paul Farrell, electronically. (RBB) [Transferred from kyed on 12/19/2017.] (Entered: 09/29/2017)",gpt-4o-mini-2024-07-18,371,3,Summon,Summon
13523110-89548217-93726406,Conflict Check run. (RBB) [Transferred from kyed on 12/19/2017.],gpt-4o-mini-2024-07-18,329,2,Other,Other
13523110-89548204-93726397,"COMPLAINT (Filing fee $400; receipt number 0643-3903376), filed by Laurel County Fiscal Court.(Attachments: # 1 Civil Cover Sheet, # 2 Exhibit 1 - Declaration of Katherine L. Myrick, # 3 Exhibit 2 - Declaration of Tina Lantz, # 4 Summons (proposed) Amerisourcebergen Drug Corporation, # 5 Summons (proposed) Cardinal Health, Inc., # 6 Summons (proposed) McKesson Corporation)(RBB) [Transferred from kyed on 12/19/2017.] (Entered: 09/29/2017)",gpt-4o-mini-2024-07-18,443,2,Complaint,Complaint
4545485-15172282-12104375,"Certificate of Service filed by Frederick E. Walker for Debtor Rosewood Oaks, LLC. (Walker, Frederick) (Related Document(s): 2 341 Meeting of Creditors Set For 10/25/2016 at 02:00 PM at Austin Room 1500- Proofs of Claim Due 1/23/2017)",gpt-4o-mini-2024-07-18,378,2,Other,Other
4545485-15172278-12104370,"Amended List of Creditors (adding or deleting creditor(s)), Adding Creditors, ( Filing Fee: $ 30.00 ) filed by Frederick E. Walker for Debtor Rosewood Oaks, LLC. -Declaration for Electronic Filing due by 10/25/2016 (Walker, Frederick)",gpt-4o-mini-2024-07-18,368,2,Other,Other
